,n_nrml_fwding_table_entries,n_alt_fwding_table_entries,n_opposite_table_entries,n_state_transition_table_entries
817,512,24320.0,32.0,96.0
818,512,24320.0,32.0,96.0
819,512,24320.0,32.0,96.0
820,512,24320.0,32.0,96.0
821,512,24320.0,32.0,96.0
822,512,24320.0,32.0,96.0
823,512,24320.0,32.0,96.0
824,512,24320.0,32.0,96.0
825,512,24320.0,32.0,96.0
826,512,24320.0,32.0,96.0
827,512,24320.0,32.0,96.0
828,512,24320.0,32.0,96.0
829,512,24320.0,32.0,96.0
830,512,24320.0,32.0,96.0
831,512,24320.0,32.0,96.0
832,512,24320.0,32.0,96.0
833,512,24320.0,32.0,96.0
834,512,24320.0,32.0,96.0
835,512,24320.0,32.0,96.0
836,512,24320.0,32.0,96.0
837,512,24320.0,32.0,96.0
838,512,24320.0,32.0,96.0
839,512,24320.0,32.0,96.0
840,512,24320.0,32.0,96.0
841,512,24320.0,32.0,96.0
842,512,24320.0,32.0,96.0
843,512,24320.0,32.0,96.0
844,512,24320.0,32.0,96.0
845,512,24320.0,32.0,96.0
846,512,24320.0,32.0,96.0
847,512,24320.0,32.0,96.0
848,512,24320.0,32.0,96.0
849,512,24320.0,32.0,96.0
850,512,24320.0,32.0,96.0
851,512,24320.0,32.0,96.0
852,512,24320.0,32.0,96.0
853,512,24320.0,32.0,96.0
854,512,24320.0,32.0,96.0
855,512,24320.0,32.0,96.0
856,512,24320.0,32.0,96.0
857,512,24320.0,32.0,96.0
858,512,24320.0,32.0,96.0
859,512,24320.0,32.0,96.0
860,512,24320.0,32.0,96.0
861,512,24320.0,32.0,96.0
862,512,24320.0,32.0,96.0
863,512,24320.0,32.0,96.0
864,512,24320.0,32.0,96.0
865,512,24320.0,32.0,96.0
866,512,24320.0,32.0,96.0
867,512,24320.0,32.0,96.0
868,512,24320.0,32.0,96.0
869,512,24320.0,32.0,96.0
870,512,24320.0,32.0,96.0
871,512,24320.0,32.0,96.0
872,512,24320.0,32.0,96.0
873,512,24320.0,32.0,96.0
874,512,24320.0,32.0,96.0
875,512,24320.0,32.0,96.0
876,512,24320.0,32.0,96.0
877,512,24320.0,32.0,96.0
878,512,24320.0,32.0,96.0
879,512,24320.0,32.0,96.0
880,512,24320.0,32.0,96.0
881,512,24320.0,32.0,96.0
882,512,24320.0,32.0,96.0
883,512,24320.0,32.0,96.0
884,512,24320.0,32.0,96.0
885,512,24320.0,32.0,96.0
886,512,24320.0,32.0,96.0
887,512,24320.0,32.0,96.0
888,512,24320.0,32.0,96.0
889,512,24320.0,32.0,96.0
890,512,24320.0,32.0,96.0
891,512,24320.0,32.0,96.0
892,512,24320.0,32.0,96.0
893,512,24320.0,32.0,96.0
894,512,24320.0,32.0,96.0
895,512,24320.0,32.0,96.0
896,512,24320.0,32.0,96.0
897,512,24320.0,32.0,96.0
898,512,24320.0,32.0,96.0
899,512,24320.0,32.0,96.0
900,512,24320.0,32.0,96.0
901,512,24320.0,32.0,96.0
902,512,24320.0,32.0,96.0
903,512,24320.0,32.0,96.0
904,512,24320.0,32.0,96.0
905,512,24320.0,32.0,96.0
906,512,24320.0,32.0,96.0
907,512,24320.0,32.0,96.0
908,512,24320.0,32.0,96.0
909,512,24320.0,32.0,96.0
910,512,24320.0,32.0,96.0
911,512,24320.0,32.0,96.0
912,512,24320.0,32.0,96.0
913,512,24320.0,32.0,96.0
914,512,24320.0,32.0,96.0
915,512,24320.0,32.0,96.0
916,512,24320.0,32.0,96.0
917,512,24320.0,32.0,96.0
918,512,24320.0,32.0,96.0
919,512,24320.0,32.0,96.0
920,512,24320.0,32.0,96.0
921,512,24320.0,32.0,96.0
922,512,24320.0,32.0,96.0
923,512,24320.0,32.0,96.0
924,512,24320.0,32.0,96.0
925,512,24320.0,32.0,96.0
926,512,24320.0,32.0,96.0
927,512,24320.0,32.0,96.0
928,512,24320.0,32.0,96.0
929,512,24320.0,32.0,96.0
930,512,24320.0,32.0,96.0
931,512,24320.0,32.0,96.0
932,512,24320.0,32.0,96.0
933,512,24320.0,32.0,96.0
934,512,24320.0,32.0,96.0
935,512,24320.0,32.0,96.0
936,512,24320.0,32.0,96.0
937,512,24320.0,32.0,96.0
938,512,24320.0,32.0,96.0
939,512,24320.0,32.0,96.0
940,512,24320.0,32.0,96.0
941,512,24320.0,32.0,96.0
942,512,24320.0,32.0,96.0
943,512,24320.0,32.0,96.0
944,512,24320.0,32.0,96.0
945,512,24320.0,32.0,96.0
946,512,24320.0,32.0,96.0
947,512,24320.0,32.0,96.0
948,512,24320.0,32.0,96.0
949,512,24320.0,32.0,96.0
950,512,24320.0,32.0,96.0
951,512,24320.0,32.0,96.0
952,512,24320.0,32.0,96.0
953,512,24320.0,32.0,96.0
954,512,24320.0,32.0,96.0
955,512,24320.0,32.0,96.0
956,512,24320.0,32.0,96.0
957,512,24320.0,32.0,96.0
958,512,24320.0,32.0,96.0
959,512,24320.0,32.0,96.0
960,512,24320.0,32.0,96.0
961,512,24320.0,32.0,96.0
962,512,24320.0,32.0,96.0
963,512,24320.0,32.0,96.0
964,512,24320.0,32.0,96.0
965,512,24320.0,32.0,96.0
966,512,24320.0,32.0,96.0
967,512,24320.0,32.0,96.0
968,512,24320.0,32.0,96.0
969,512,24320.0,32.0,96.0
970,512,24320.0,32.0,96.0
971,512,24320.0,32.0,96.0
972,512,24320.0,32.0,96.0
973,512,24320.0,32.0,96.0
974,512,24320.0,32.0,96.0
975,512,24320.0,32.0,96.0
976,512,24320.0,32.0,96.0
977,512,24320.0,32.0,96.0
978,512,24320.0,32.0,96.0
979,512,24320.0,32.0,96.0
980,512,24320.0,32.0,96.0
981,512,24320.0,32.0,96.0
982,512,24320.0,32.0,96.0
983,512,24320.0,32.0,96.0
984,512,24320.0,32.0,96.0
985,512,24320.0,32.0,96.0
986,512,24320.0,32.0,96.0
987,512,24320.0,32.0,96.0
988,512,24320.0,32.0,96.0
989,512,24320.0,32.0,96.0
990,512,24320.0,32.0,96.0
991,512,24320.0,32.0,96.0
992,512,24320.0,32.0,96.0
993,512,24320.0,32.0,96.0
994,512,24320.0,32.0,96.0
995,512,24320.0,32.0,96.0
996,512,24320.0,32.0,96.0
997,512,24320.0,32.0,96.0
998,512,24320.0,32.0,96.0
999,512,24320.0,32.0,96.0
1000,512,24320.0,32.0,96.0
1001,512,24320.0,32.0,96.0
1002,512,24320.0,32.0,96.0
1003,512,24320.0,32.0,96.0
1004,512,24320.0,32.0,96.0
1005,512,24320.0,32.0,96.0
1006,512,24320.0,32.0,96.0
1007,512,24320.0,32.0,96.0
1008,512,24320.0,32.0,96.0
1009,512,24320.0,32.0,96.0
1010,512,24320.0,32.0,96.0
1011,512,24320.0,32.0,96.0
1012,512,24320.0,32.0,96.0
1013,512,24320.0,32.0,96.0
1014,512,24320.0,32.0,96.0
1015,512,24320.0,32.0,96.0
1016,512,24320.0,32.0,96.0
1017,512,24320.0,32.0,96.0
1018,512,24320.0,32.0,96.0
1019,512,24320.0,32.0,96.0
1020,512,24320.0,32.0,96.0
1021,512,24320.0,32.0,96.0
1022,512,24320.0,32.0,96.0
1023,512,24320.0,32.0,96.0
1024,512,1024.0,32.0,96.0
1025,512,1024.0,32.0,96.0
1026,512,1024.0,32.0,96.0
1027,512,1024.0,32.0,96.0
1028,512,1024.0,32.0,96.0
1029,512,1024.0,32.0,96.0
1030,512,1024.0,32.0,96.0
1031,512,1024.0,32.0,96.0
1032,512,1024.0,32.0,96.0
1033,512,1024.0,32.0,96.0
1034,512,1024.0,32.0,96.0
1035,512,1024.0,32.0,96.0
1036,512,1024.0,32.0,96.0
1037,512,1024.0,32.0,96.0
1038,512,1024.0,32.0,96.0
1039,512,1024.0,32.0,96.0
1040,512,1024.0,32.0,96.0
1041,512,1024.0,32.0,96.0
1042,512,1024.0,32.0,96.0
1043,512,1024.0,32.0,96.0
1044,512,1024.0,32.0,96.0
1045,512,1024.0,32.0,96.0
1046,512,1024.0,32.0,96.0
1047,512,1024.0,32.0,96.0
1048,512,1024.0,32.0,96.0
1049,512,1024.0,32.0,96.0
1050,512,1024.0,32.0,96.0
1051,512,1024.0,32.0,96.0
1052,512,1024.0,32.0,96.0
1053,512,1024.0,32.0,96.0
1054,512,1024.0,32.0,96.0
1055,512,1024.0,32.0,96.0
1056,512,1024.0,32.0,96.0
1057,512,1024.0,32.0,96.0
1058,512,1024.0,32.0,96.0
1059,512,1024.0,32.0,96.0
1060,512,1024.0,32.0,96.0
1061,512,1024.0,32.0,96.0
1062,512,1024.0,32.0,96.0
1063,512,1024.0,32.0,96.0
1064,512,1024.0,32.0,96.0
1065,512,1024.0,32.0,96.0
1066,512,1024.0,32.0,96.0
1067,512,1024.0,32.0,96.0
1068,512,1024.0,32.0,96.0
1069,512,1024.0,32.0,96.0
1070,512,1024.0,32.0,96.0
1071,512,1024.0,32.0,96.0
1072,512,1024.0,32.0,96.0
1073,512,1024.0,32.0,96.0
1074,512,1024.0,32.0,96.0
1075,512,1024.0,32.0,96.0
1076,512,1024.0,32.0,96.0
1077,512,1024.0,32.0,96.0
1078,512,1024.0,32.0,96.0
1079,512,1024.0,32.0,96.0
1080,512,1024.0,32.0,96.0
1081,512,1024.0,32.0,96.0
1082,512,1024.0,32.0,96.0
1083,512,1024.0,32.0,96.0
1084,512,1024.0,32.0,96.0
1085,512,1024.0,32.0,96.0
1086,512,1024.0,32.0,96.0
1087,512,1024.0,32.0,96.0
1088,512,1024.0,32.0,96.0
1089,512,1024.0,32.0,96.0
1090,512,1024.0,32.0,96.0
1091,512,1024.0,32.0,96.0
1092,512,1024.0,32.0,96.0
1093,512,1024.0,32.0,96.0
1094,512,1024.0,32.0,96.0
1095,512,1024.0,32.0,96.0
1096,512,1024.0,32.0,96.0
1097,512,1024.0,32.0,96.0
1098,512,1024.0,32.0,96.0
1099,512,1024.0,32.0,96.0
1100,512,1024.0,32.0,96.0
1101,512,1024.0,32.0,96.0
1102,512,1024.0,32.0,96.0
1103,512,1024.0,32.0,96.0
1104,512,1024.0,32.0,96.0
1105,512,1024.0,32.0,96.0
1106,512,1024.0,32.0,96.0
1107,512,1024.0,32.0,96.0
1108,512,1024.0,32.0,96.0
1109,512,1024.0,32.0,96.0
1110,512,1024.0,32.0,96.0
1111,512,1024.0,32.0,96.0
1112,512,1024.0,32.0,96.0
1113,512,1024.0,32.0,96.0
1114,512,1024.0,32.0,96.0
1115,512,1024.0,32.0,96.0
1116,512,1024.0,32.0,96.0
1117,512,1024.0,32.0,96.0
1118,512,1024.0,32.0,96.0
1119,512,1024.0,32.0,96.0
1120,512,1024.0,32.0,96.0
1121,512,1024.0,32.0,96.0
1122,512,1024.0,32.0,96.0
1123,512,1024.0,32.0,96.0
1124,512,1024.0,32.0,96.0
1125,512,1024.0,32.0,96.0
1126,512,1024.0,32.0,96.0
1127,512,1024.0,32.0,96.0
1128,512,1024.0,32.0,96.0
1129,512,1024.0,32.0,96.0
1130,512,1024.0,32.0,96.0
1131,512,1024.0,32.0,96.0
1132,512,1024.0,32.0,96.0
1133,512,1024.0,32.0,96.0
1134,512,1024.0,32.0,96.0
1135,512,1024.0,32.0,96.0
1136,512,1024.0,32.0,96.0
1137,512,1024.0,32.0,96.0
1138,512,1024.0,32.0,96.0
1139,512,1024.0,32.0,96.0
1140,512,1024.0,32.0,96.0
1141,512,1024.0,32.0,96.0
1142,512,1024.0,32.0,96.0
1143,512,1024.0,32.0,96.0
1144,512,1024.0,32.0,96.0
1145,512,1024.0,32.0,96.0
1146,512,1024.0,32.0,96.0
1147,512,1024.0,32.0,96.0
1148,512,1024.0,32.0,96.0
1149,512,1024.0,32.0,96.0
1150,512,1024.0,32.0,96.0
1151,512,1024.0,32.0,96.0
1152,512,1024.0,32.0,96.0
1153,512,1024.0,32.0,96.0
1154,512,1024.0,32.0,96.0
1155,512,1024.0,32.0,96.0
1156,512,1024.0,32.0,96.0
1157,512,1024.0,32.0,96.0
1158,512,1024.0,32.0,96.0
1159,512,1024.0,32.0,96.0
1160,512,1024.0,32.0,96.0
1161,512,1024.0,32.0,96.0
1162,512,1024.0,32.0,96.0
1163,512,1024.0,32.0,96.0
1164,512,1024.0,32.0,96.0
1165,512,1024.0,32.0,96.0
1166,512,1024.0,32.0,96.0
1167,512,1024.0,32.0,96.0
1168,512,1024.0,32.0,96.0
1169,512,1024.0,32.0,96.0
1170,512,1024.0,32.0,96.0
1171,512,1024.0,32.0,96.0
1172,512,1024.0,32.0,96.0
1173,512,1024.0,32.0,96.0
1174,512,1024.0,32.0,96.0
1175,512,1024.0,32.0,96.0
1176,512,1024.0,32.0,96.0
1177,512,1024.0,32.0,96.0
1178,512,1024.0,32.0,96.0
1179,512,1024.0,32.0,96.0
1180,512,1024.0,32.0,96.0
1181,512,1024.0,32.0,96.0
1182,512,1024.0,32.0,96.0
1183,512,1024.0,32.0,96.0
1184,512,1024.0,32.0,96.0
1185,512,1024.0,32.0,96.0
1186,512,1024.0,32.0,96.0
1187,512,1024.0,32.0,96.0
1188,512,1024.0,32.0,96.0
1189,512,1024.0,32.0,96.0
1190,512,1024.0,32.0,96.0
1191,512,1024.0,32.0,96.0
1192,512,1024.0,32.0,96.0
1193,512,1024.0,32.0,96.0
1194,512,1024.0,32.0,96.0
1195,512,1024.0,32.0,96.0
1196,512,1024.0,32.0,96.0
1197,512,1024.0,32.0,96.0
1198,512,1024.0,32.0,96.0
1199,512,1024.0,32.0,96.0
1200,512,1024.0,32.0,96.0
1201,512,1024.0,32.0,96.0
1202,512,1024.0,32.0,96.0
1203,512,1024.0,32.0,96.0
1204,512,1024.0,32.0,96.0
1205,512,1024.0,32.0,96.0
1206,512,1024.0,32.0,96.0
1207,512,1024.0,32.0,96.0
1208,512,1024.0,32.0,96.0
1209,512,1024.0,32.0,96.0
1210,512,1024.0,32.0,96.0
1211,512,1024.0,32.0,96.0
1212,512,1024.0,32.0,96.0
1213,512,1024.0,32.0,96.0
1214,512,1024.0,32.0,96.0
1215,512,1024.0,32.0,96.0
1216,512,1024.0,32.0,96.0
1217,512,1024.0,32.0,96.0
1218,512,1024.0,32.0,96.0
1219,512,1024.0,32.0,96.0
1220,512,1024.0,32.0,96.0
1221,512,1024.0,32.0,96.0
1222,512,1024.0,32.0,96.0
1223,512,1024.0,32.0,96.0
1224,512,1024.0,32.0,96.0
1225,512,1024.0,32.0,96.0
1226,512,1024.0,32.0,96.0
1227,512,1024.0,32.0,96.0
1228,512,1024.0,32.0,96.0
1229,512,1024.0,32.0,96.0
1230,512,1024.0,32.0,96.0
1231,512,1024.0,32.0,96.0
1232,512,1024.0,32.0,96.0
1233,512,1024.0,32.0,96.0
1234,512,1024.0,32.0,96.0
1235,512,1024.0,32.0,96.0
1236,512,1024.0,32.0,96.0
1237,512,1024.0,32.0,96.0
1238,512,1024.0,32.0,96.0
1239,512,1024.0,32.0,96.0
1240,512,1024.0,32.0,96.0
1241,512,1024.0,32.0,96.0
1242,512,1024.0,32.0,96.0
1243,512,1024.0,32.0,96.0
1244,512,1024.0,32.0,96.0
1245,512,1024.0,32.0,96.0
1246,512,1024.0,32.0,96.0
1247,512,1024.0,32.0,96.0
1248,512,1024.0,32.0,96.0
1249,512,1024.0,32.0,96.0
1250,512,1024.0,32.0,96.0
1251,512,1024.0,32.0,96.0
1252,512,1024.0,32.0,96.0
1253,512,1024.0,32.0,96.0
1254,512,1024.0,32.0,96.0
1255,512,1024.0,32.0,96.0
1256,512,1024.0,32.0,96.0
1257,512,1024.0,32.0,96.0
1258,512,1024.0,32.0,96.0
1259,512,1024.0,32.0,96.0
1260,512,1024.0,32.0,96.0
1261,512,1024.0,32.0,96.0
1262,512,1024.0,32.0,96.0
1263,512,1024.0,32.0,96.0
1264,512,1024.0,32.0,96.0
1265,512,1024.0,32.0,96.0
1266,512,1024.0,32.0,96.0
1267,512,1024.0,32.0,96.0
1268,512,1024.0,32.0,96.0
1269,512,1024.0,32.0,96.0
1270,512,1024.0,32.0,96.0
1271,512,1024.0,32.0,96.0
1272,512,1024.0,32.0,96.0
1273,512,1024.0,32.0,96.0
1274,512,1024.0,32.0,96.0
1275,512,1024.0,32.0,96.0
1276,512,1024.0,32.0,96.0
1277,512,1024.0,32.0,96.0
1278,512,1024.0,32.0,96.0
1279,512,1024.0,32.0,96.0
